TIMESTAMP,POD,CPU,MEMORY
2025-11-17T23:39:02,service-a-deployment-6bd85fb6c9-crbb6,1m,57Mi
2025-11-17T23:39:02,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:39:02,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-17T23:39:07,service-a-deployment-6bd85fb6c9-crbb6,0m,57Mi
2025-11-17T23:39:07,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:39:07,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-17T23:39:12,service-a-deployment-6bd85fb6c9-crbb6,0m,57Mi
2025-11-17T23:39:12,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:39:12,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-17T23:39:17,service-a-deployment-6bd85fb6c9-crbb6,0m,57Mi
2025-11-17T23:39:17,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:39:17,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-17T23:39:22,service-a-deployment-6bd85fb6c9-crbb6,1m,57Mi
2025-11-17T23:39:22,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:39:22,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-17T23:39:27,service-a-deployment-6bd85fb6c9-crbb6,1m,57Mi
2025-11-17T23:39:27,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:39:27,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-17T23:39:32,service-a-deployment-6bd85fb6c9-crbb6,32m,42Mi
2025-11-17T23:39:32,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:39:32,ingress-nginx-controller-6ccdb49bd4-vwfs4,23m,142Mi
2025-11-17T23:39:37,service-a-deployment-6bd85fb6c9-crbb6,32m,42Mi
2025-11-17T23:39:37,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:39:37,ingress-nginx-controller-6ccdb49bd4-vwfs4,23m,142Mi
2025-11-17T23:39:43,service-a-deployment-6bd85fb6c9-crbb6,32m,42Mi
2025-11-17T23:39:43,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:39:43,ingress-nginx-controller-6ccdb49bd4-vwfs4,23m,142Mi
2025-11-17T23:39:48,service-a-deployment-6bd85fb6c9-crbb6,57m,43Mi
2025-11-17T23:39:48,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:39:48,ingress-nginx-controller-6ccdb49bd4-vwfs4,41m,142Mi
2025-11-17T23:39:53,service-a-deployment-6bd85fb6c9-crbb6,57m,43Mi
2025-11-17T23:39:53,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:39:53,ingress-nginx-controller-6ccdb49bd4-vwfs4,41m,142Mi
2025-11-17T23:39:58,service-a-deployment-6bd85fb6c9-crbb6,57m,43Mi
2025-11-17T23:39:58,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:39:58,ingress-nginx-controller-6ccdb49bd4-vwfs4,41m,142Mi
2025-11-17T23:40:03,service-a-deployment-6bd85fb6c9-crbb6,51m,55Mi
2025-11-17T23:40:03,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:40:03,ingress-nginx-controller-6ccdb49bd4-vwfs4,39m,142Mi
2025-11-17T23:40:08,service-a-deployment-6bd85fb6c9-crbb6,51m,55Mi
2025-11-17T23:40:08,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:40:08,ingress-nginx-controller-6ccdb49bd4-vwfs4,39m,142Mi
2025-11-17T23:40:13,service-a-deployment-6bd85fb6c9-crbb6,51m,55Mi
2025-11-17T23:40:13,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:40:13,ingress-nginx-controller-6ccdb49bd4-vwfs4,39m,142Mi
2025-11-17T23:40:18,service-a-deployment-6bd85fb6c9-crbb6,47m,56Mi
2025-11-17T23:40:18,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:40:18,ingress-nginx-controller-6ccdb49bd4-vwfs4,39m,142Mi
2025-11-17T23:40:24,service-a-deployment-6bd85fb6c9-crbb6,47m,56Mi
2025-11-17T23:40:24,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
