TIMESTAMP,POD,CPU,MEMORY
2025-11-17T23:36:28,service-a-deployment-6bd85fb6c9-crbb6,1m,57Mi
2025-11-17T23:36:28,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:36:28,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,141Mi
2025-11-17T23:36:33,service-a-deployment-6bd85fb6c9-crbb6,0m,57Mi
2025-11-17T23:36:33,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:36:33,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,141Mi
2025-11-17T23:36:38,service-a-deployment-6bd85fb6c9-crbb6,0m,57Mi
2025-11-17T23:36:38,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:36:38,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,141Mi
2025-11-17T23:36:43,service-a-deployment-6bd85fb6c9-crbb6,0m,57Mi
2025-11-17T23:36:43,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:36:43,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,141Mi
2025-11-17T23:36:48,service-a-deployment-6bd85fb6c9-crbb6,13m,57Mi
2025-11-17T23:36:48,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:36:48,ingress-nginx-controller-6ccdb49bd4-vwfs4,12m,141Mi
2025-11-17T23:36:53,service-a-deployment-6bd85fb6c9-crbb6,13m,57Mi
2025-11-17T23:36:53,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:36:53,ingress-nginx-controller-6ccdb49bd4-vwfs4,12m,141Mi
2025-11-17T23:36:58,service-a-deployment-6bd85fb6c9-crbb6,13m,57Mi
2025-11-17T23:36:58,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-17T23:36:58,ingress-nginx-controller-6ccdb49bd4-vwfs4,12m,141Mi
2025-11-17T23:37:04,service-a-deployment-6bd85fb6c9-crbb6,53m,40Mi
2025-11-17T23:37:04,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:37:04,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,142Mi
2025-11-17T23:37:09,service-a-deployment-6bd85fb6c9-crbb6,53m,40Mi
2025-11-17T23:37:09,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-17T23:37:09,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,142Mi
2025-11-17T23:37:14,service-a-deployment-6bd85fb6c9-crbb6,53m,40Mi
