corpus,repo,path,git_blob_sha1,sha256,bytes,verdict_repo_level,repo_head_commit_at_manifest_time
counter_search,arfan-ahmed-shohag/csit_inventory,csit_inventory_server/src/shared/jwtGenerator.ts,bcd612dd1130e75e4fc92cc37d476638c79215b4,98d3abde71bf13ca59e0b36873ae48ad9f0da45e6f02dbff378c5253488c10e0,573,,8f9216520f10e3d69d61361418ca9f41df0ef1f9
counter_search,predatorx7/FHN_Project,nodejs/src/app/auth/middleware/jwt.middleware.ts,19bf91985dc8acc5bfa5c0b61d73bdb6887d675b,7c586a5714135022333ee7308811444030eb5113802276bd81139a5bbbe318b3,3195,,5e11df00cc07fb161ea0e463447f2fa17ad65938
counter_search,JunCodera1/green-footprint-backend,src/modules/auth/auth.service.ts,37685b8f27b7fada973f2cc0578bdd0c47dacf80,e8dd30701927813074da0483a0b38bb0210bc915945ba70467b611829b8c628f,5161,,e2d858a399ac86cb29925ee47adfef92142ba77b
counter_search,future4code/vaughan-Gabriel-Martins,Modulo5/cookenu/src/services/Authenticator.ts,e583980dafe42eb7d58b6f7009a3f084148326b6,2f90d900f6e537dba564726264bfe74ab3f719666f590e52868ba8e2a68d1725,609,,ea92e5d5dd43a1d661e911633828fd615ca42c2a
counter_search,ramu-narasinga/No-Code-Web-Builder,backend/modules/auth/middleware/jwt.middleware.ts,579c504c14d82ea47b276377e2a2e22f8ef7d12c,8d00ab1c5dbaeae4e7b1aaebcefa06dae3b017cbf73c35847bbd310bf0b9ad86,2355,,a136150257487c2248f66fb2e1881b078d831bf7
counter_search,JHorlamide/BioSeqAnalyzer,user-service/app/modules/auth/middleware/jwtMiddleware.ts,d76f3065b1a7cd4c3f8a06fb258a5df4e2edad42,b57b752d6f077bb95fce3347f15f14a3d77a01001eda4d2ed447b728e8da0cfa,2176,,832693f3e229ed73a7c562e870fe816d6d91fbf1
counter_search,Gizmodo/BlackWords,auth/middleware/jwt.middleware.ts,178e59bbdf6631b9233172366b941a00dc027454,a9b30eaf6c850967775d98bb083e7050df8e88638a0c2372c76ef47a1a9cce27,2333,,a73444cf84b4f4c9f0a905082f8bb6332b3f0ccd
counter_search,ramu-narasinga/FoqusMap-BE,auth/middleware/jwt.middleware.ts,5437628e1561c012cbeee1ef7382ca847f571607,4d6e0153d4a0e1dac9f628a0e298a33003f063c876c79a8f1f3573a7ae5e132e,2332,,e870176e7a5220ed3886d98b6f2f8e542ee10a3b
counter_search,ramu-narasinga/Rest-Express-Starter,auth/middleware/jwt.middleware.ts,5437628e1561c012cbeee1ef7382ca847f571607,4d6e0153d4a0e1dac9f628a0e298a33003f063c876c79a8f1f3573a7ae5e132e,2332,,be606e5c1b36512a70abdb02945e2a41c9831b6c
counter_search,gitofdeepanshu/Rest-Api-BoilerPlate,auth/middleware/jwt.middleware.ts,8a2274c9dcf128c4ed38303273f87868969b9f27,669dd0c4af09ef0613719ce225883932dfa8b80c393073e661f766192d34dcc7,2468,,03d901c50b701a9878b4ad23ba9b3ec9db820324
counter_search,maksymkhodakov/NodeREST,auth/middleware/jwt.middleware.ts,40147042a41cfc9a71528a56fbf7eb7e3cf0fa1d,1dfebc3bb204ca476bee0b848fdfc635e2733e9cb3b989da49e668afab3c0f0b,2345,,ae18dd701e16c3db070154a1706afd8b15626b7f
counter_search,jaycchiu524/need-for-spend,packages/server/src/common/middlewares/jwt.middleware.ts,9d2801bf26ae1198d52818fda2664abcdee1a5ec,adb30fd6d8c7085c50d0d79e2ecbdcb63001cb9bcd4c6d80645102aaf38a7710,4155,,c3fb3d4cc4bdf7054f2c21a20042a4e8fed91408
counter_search,Rohan-Vij/api,auth/middleware/jwt.middleware.ts,a95c074b0d0309a8408552ce9ae8c0a623bacd6c,f78150f602623f03ac474a2cc3c2a0b548f8000f0ccd70b69bc311a8b0ac8244,2367,,921a985a88a5d6814aa022a1f09a6efcf706fbd9
counter_search,ConnorMacDonell/dr-messaging-backend,src/auth/middleware/jwt.middleware.ts,a2a067a1af5d0b35784d54129e16cc1768130c78,6a708e8c4dfed3006b967cb15eeb8615ed1c4c7307487da5769b6581657303e3,2219,,6287708e600968f270b2dd0496b6e1b8b48a2cc4
counter_search,yanglindong0725/hyper-docs-backend,src/auth/middleware/jwt.middleware.ts,b1862f85c93ad0d259faf4542305b2a7ba50a06f,c852ccbd8512c141e70d31e7c4b81b0db2cc91c8336d4ce3c4b4436b03fe5eba,2019,,fa494cd5c68717587cdee12a9160425565a2c3da
counter_search,TobitMisoi/express-ts-template,src/auth/middelware/jwt.middleware.ts,536bdac65378486802e98696b8b5c5123578ed02,b56d696385179655d431ed064f3abce63f5dbf414ad2fd2a26169a57aef802b8,2030,,d082422acceb545d83411da979ede32a16f96586
counter_search,AnnaAnnaNX/ts-express-rest,src/auth/middleware/jwt.middleware.ts,9fab1d3a1b68cb0df51f68df8ba9e8a69dddd598,a81578050c32cff38fbf0f6abd862938336797167bb4419e2f1b79ce54525c51,2260,,3c753443b4440053b70528cda22e0ad078a5b809
counter_search,TobitMisoi/express-ts-template,src/auth/controller/auth.controllers.ts,55d43838f12067bc83448b08e316a657c3fc8559,0f2d1017f9188e169df802b059d7c940fa4501b83fd51353c75045c3c464e3a7,2994,,d082422acceb545d83411da979ede32a16f96586
counter_search,sergiycheck/diff--general-tasks-1,3-encoding-ciphering-hashing/src/index.ts,a321126077170a1dd494131c170c3567b32f13db,b5b6a22336c642071e9f99dbcdeed382ae5f5f3de8e539e5a43eda4c20451330,1814,,a6f0593c2fb426de18448ff1058e3c6b94b1cce7
counter_search,NazmusSayad/one-time-jwt,src/one-time-jwt.ts,4894a5fed62c07e119d5698d3393f026a65393e9,d11e7dc1baeb28c36f3fb3e59974effeba0c6a6de8a86195d5021878de014238,10641,,5661b42c222e334921a9859b3bb4ff6333d1a629
counter_search,filipve1994/angularfrontendbackendstatemanagement,expressjstypescript/src/modules/auth/middleware/jwt.middleware.ts,ed0f2bd306dd609b1fc0f3c81fdf27b19ca1d63a,df9eaf87ea4c9ef28b8c407b758a1be300578e0003c3a4d04a2cfa9dfb30ce78,1992,,a303fde2a77e76f8a6b6527fd62371ceaaeeff31
counter_search,samitatimsina/movie-ticketing-app,bms-backend/src/modules/auth/token.sevice.ts,0111953e5d0cc84658caffd48ba5224f521cbc34,627e8e7f91958ba3510710ef16cf2761476731704b04077d94c29d8c98206fc0,1798,,aaa5a16e12eba4f2790e52c9579e8e8cae70044e
counter_search,Scott-Zeta/NodePlayground,RestApiTS/auth/middleware/jwt.middleware.ts,62aaa2b4edd4de6c5d1e517bbf7430012991ae81,1f390225c70cb4b4edd83a4fe1956d18ace950493b13b60a90482d5626f0c2f4,2164,,9a61be7a0ebdbe9f6c3b2ea1e385e295aa71409c
counter_search,stfnbssl/wizzi.cli,packages/wizzi.cli.hub/gitclones/toptal-rest-series/auth/middleware/jwt.middleware.ts,178e59bbdf6631b9233172366b941a00dc027454,a9b30eaf6c850967775d98bb083e7050df8e88638a0c2372c76ef47a1a9cce27,2333,,6e0355a6c758166a6910e6b3a5b082227b99a6c3
counter_search,fafa-npu/VibeMobile,web/server/services/auth.ts,ecc37755b3a895f3e15149593efc52012bda1503,a1f883ce8edb0f44c9f08a40ecf6eb7accc480d49b7d4cdc9732b637d483a1fe,10915,,1350dab26273d37bf9313a38320def2a41f0908a
counter_search,beabee-communityrm/telegram-bot,telegram-bot/services/network-communicator.service.ts,3e772606ee8132d716152c182b7a5291c5560871,7f09d53de85904d7c61bd3f9337fc9c14916c9b142e385396b14bfbddb721e4f,6165,,fcc817158b7889d285804ce7503936a051f8f5ef
counter_search,DefinitelyTyped/DefinitelyTyped,types/jsonwebtoken/jsonwebtoken-tests.ts,2f7f36eb58de59e1835d80a1dc62c0e873a80bd6,a4e1214b60bafecdc1e7bb86e35861e6919195afa6dd1f07f77d8f9dd8879005,9877,,28fd9030495005fd55f5a7eb3523a84046af8a01
counter_search,Malkhalaf697/Visionx,types/jsonwebtoken/jsonwebtoken-tests.ts,51dfd8cc103be7b17b94205c537f2a2491483c1c,e4b4d59b5a4e2425c412f13f55ee1c7627921b4e484865e867443f6d0183ae52,8812,,d81eec4a838c9910f8d226400c91270e74978129
counter_search,talentosagiles/Ti,types/jsonwebtoken/jsonwebtoken-tests.ts,51dfd8cc103be7b17b94205c537f2a2491483c1c,e4b4d59b5a4e2425c412f13f55ee1c7627921b4e484865e867443f6d0183ae52,8812,,cab24284baa4b020a7ade3bed813384adf80e84c
counter_search,Malkhalaf697/git-clone-https-github.com-docker-welcome-to-docker,types/jsonwebtoken/jsonwebtoken-tests.ts,51dfd8cc103be7b17b94205c537f2a2491483c1c,e4b4d59b5a4e2425c412f13f55ee1c7627921b4e484865e867443f6d0183ae52,8812,,971fc45cf67ba41e2a6df388a5438c08381dc0b0
counter_search,knoxio-labs/pops,pillars/bfm/src/api/auth/__tests__/access-token.test.ts,d791989885d0681b87a56e65c3894c75c8f83f67,79ddcf46b8ab0dad9ba6204cd1e9fb8fb87c041770cb31c5634b05a393eb4308,8194,,b5ffc4e702e423611406c68685a2527ebc2a0a0b
counter_search,YYC-Cube/YYC3-Knowledge-Base,YYC3-A/DefinitelyTyped/types/jsonwebtoken/jsonwebtoken-tests.ts,2f7f36eb58de59e1835d80a1dc62c0e873a80bd6,a4e1214b60bafecdc1e7bb86e35861e6919195afa6dd1f07f77d8f9dd8879005,9877,,7dddb5770f5c35c186a0eb92fee5e1cd4279fed6
counter_search,YYC-Cube/YYC3-Knowledge-Base,YYC3-E/types/definitely-typed/types/jsonwebtoken/jsonwebtoken-tests.ts,2f7f36eb58de59e1835d80a1dc62c0e873a80bd6,a4e1214b60bafecdc1e7bb86e35861e6919195afa6dd1f07f77d8f9dd8879005,9877,,7dddb5770f5c35c186a0eb92fee5e1cd4279fed6
counter_search,beabee-communityrm/telegram-bot,telegram-bot/services/network-communicator.service.test.ts,5260237d51f16c45b9a5a62a44b31c3c18d3833e,c2808cf9eb0c1018fca6221f7ae66b2f8677b0e032226616d631b03e6faa146f,1367,,fcc817158b7889d285804ce7503936a051f8f5ef
counter_search,jasonhoang6201/presentation-server,utils/token.js,9ba23c8e5aae2a89dd46aadd0819299227f5a653,61db494bd0f7114cacd895e0f03e80f38aad45fc71d0bd9bc3d1ce43038590a3,749,,ea0b4c37aae279ea0e45bf76996ea09a79da7602
counter_search,mohansahu18/emai-verification,backend/src/utils/cipher-util.js,8eaefb369b04da6cd04e6aa6a657bd4e7690596e,5ce758295b49e5196d60f7367170521263ed9939f4e49b6a81273334406907b9,1537,,0f9fd49a072fa739a3519ae0d2711145148ce694
counter_search,SarthakNative/task-management,backend/src/utils/Cipher.js,aa692622d16e65cf3c723370a7db85540f55a35b,9cbe3645752b5ee1f119c8e9a5851fd795796d818393d925da60d1d0c7195c8e,1596,,eb9024622efd0ced69d2beb9af43c2aea4307cc1
counter_search,tan1423/email,server/src/utils/Cipher-util.js,8eaefb369b04da6cd04e6aa6a657bd4e7690596e,5ce758295b49e5196d60f7367170521263ed9939f4e49b6a81273334406907b9,1537,,5efcbdb204cdbb34196acd2733c277e3fe46af5d
counter_search,Pawanpathariya/pabbly-email-verification,backend/src/utils/cipher-util.js,8eaefb369b04da6cd04e6aa6a657bd4e7690596e,5ce758295b49e5196d60f7367170521263ed9939f4e49b6a81273334406907b9,1537,,8a2a4763b0a0798bca14226b987755e665c1e74e
counter_search,AbhayDixitDev/Email-Verification-Bouncify,backend/src/utils/cipher-util.js,8eaefb369b04da6cd04e6aa6a657bd4e7690596e,5ce758295b49e5196d60f7367170521263ed9939f4e49b6a81273334406907b9,1537,,2fd5ffc04addf82fd121f76c4549e90e80e6501f
counter_search,ONLYOFFICE/server,Common/sources/utils.js,b2b0b8736ace54e6748ae5c70eb85b5813caa673,eb9d7d83be8c74f5c0b318816914e00a854a8d171b57dc490d42284f130d672f,54976,,d6df308acb9877a9365c741b30741de96202816e
counter_search,Euro-Office/server,Common/sources/utils.js,fedc5e7df966660f9aaa56cfd1fa0adb91f7e9f3,6c2a2bf45d039f974946de2b755ca635d2645f8dcf292f8b0ea1d11127ff46c7,54650,,abfa2946fcc7b6f31df497f73d7e48ca6dbef16b
counter_search,SuperJeffrey/server,Common/sources/utils.js,5feca4afea33ea11815970c37970431628a25eb5,507f62bd5a701ca90db6c6867eb7156b4d665848d62c2a921977201007bd26ad,54995,,4e56b8d056640557ffcd8c860a65535ab6cbd95b
counter_search,tusharpareenja/Doc,server/Common/sources/utils.js,1634ab3bf0795895c9556613951392c804bc376e,380384951431694c677c3d5aaaebb54b73c24ebee47f8ebce00a7200b8d4bcc8,54384,,25516d4ffbf5c5055b45cab1c622c6ea095a3d2c
counter_search,insinfo/my_office,server/Common/sources/utils.js,fedc5e7df966660f9aaa56cfd1fa0adb91f7e9f3,6c2a2bf45d039f974946de2b755ca635d2645f8dcf292f8b0ea1d11127ff46c7,54650,,d0de29e1c9326dc35b90c52ff36a66045d9c9f7d
counter_search,Webber-Wei-RSP/OnlyOffice-Doc-Server-Docker,server/Common/sources/utils.js,b0ba5b6a252807b6b86383be05f0c2c660f380d2,62f07dc2c7cdd875e9e68ccfca0c385662038e2e1757a5862bfeb6a994e3eb0d,54738,,7c90645cbf1719301ce6348e93e4fba96765e08e
counter_search,okaidigital/okaidocs,editor-engine/server/Common/sources/utils.js,3d10990c24bbb8e7bd3b20bd0715231d7ada8e55,5f9f10722abe0e920d793da9031b069fc012460a382080efb73bc64058ad12b4,54381,,d5ad65cf9baafd50c93f9642ceada07b8cdf78d5
counter_search,mohdiqbal-dev/square-aspen,src/services/netlify-services/netlify-service.js,e4bb63a53746aadf6016df9ad96938ee33c41665,6402b0a2ea77c582acddd90b878f4610524fae5e60e6215ba764e59c418784a6,21265,,c79d01dd06070961fc84b9c944d6d64b8d083eff
counter_search,aitiotekt/minellius,server/src/auth/services/token.service.ts,3f2efcf12ce7f212b72ae14dfa3b5aede89f217a,a4ba7c3c1b0ced7705aa8051119a37f890d3d58763345aa6d631f7e8b25ae6cb,2097,,7fe967d6746f35a289e437b595bf9bdbda0338ac
counter_search,Gym/nestjs-seed,server/src/auth/services/token.service.ts,826f20a735a9d283e4fd78f2105eae8b639f4701,17988c6f7e2574ccc3e0eb43cc0a9782d493eb4d83ff04b0f18b462db5846323,1879,,63f489633fde384166e847b79c5f1e1a063017e3
counter_search,nestjs/jwt,lib/jwt.service.spec.ts,7d1ea52b95e16b8b9562947829d91a214ca0509d,012c388560e4f3a363ec5008e73ae91d64500f26098c992e0708a8a3578b30b1,18234,,7b0bd4e2ef902a542911ffa09a8494d9924d93d6
counter_search,FModel/api.fmodel.app,auth/controllers/auth.controller.ts,72ed96381a116499583ac6baa722155a8191642f,d8799c93d4044881f6f9210a59bd6eaf68f1af1b036c47cb53d6855ba93a24f9,1365,,e02dc3590a2867caaca9e08442021e9d1bad3306
counter_search,jsahleen/cldr-service,src/auth/controllers/auth.controller.ts,09503107875f29c494035ed54862d5be1555392e,363363f9eb56743fa526d46c139bad467176486096c280d6b65f0e5201dedc7e,1172,,5bd45355d8e00e4a2ce84a1253d0c0c5a3bad613
counter_search,MontaserHassan/school-management-system,server/src/Utils/createToken.util.ts,618f6d1d594a271438e3dc7a5eb17f9c5e319fbd,2b40ad65ae760c52592cabc7b36c47eb033e4735912c9484f4e804b67b7bac9c,898,,36033c95faaf3a4d0b1d440c7d12f3095db30aa5
counter_search,elissandroa/chamadaEscolar,backend/src/helpers/create-user-token.ts,d1a2e53e2502f4f87168b4d03756ace227787821,fea79b71e747e31b59d8469e30bddddddfad56891f61199d1a2207774dd9c233,631,,b0bd364c7c3067ab9a351ef05c406a9e080428c5
counter_search,efcjunior/toptal-article-api,auth/controllers/auth.controller.ts,a381b4a83e1780ab6ae1126790884140ebcc35bb,f58ccc82e8b19335de515a15b08a031b65eca19e1bec20fc2c63422ca12af29d,1135,,51bf868d43f598638aaa620db11fd734cc29e9e7
counter_search,daniellaera/node-typescript-rest,auth/controllers/auth.controller.ts,45496530ff68f8846cc1a5478c9176c9d939aef9,de235d22f5c7c785ed770d151a91b9d757a09342b716add0621ef2a5e7500e8d,1136,,a69f33c992ccdcb0a8b29b49bc8dc044322947a7
counter_search,goodvandro/rest-api-node-mongo,auth/controllers/auth.controller.ts,45496530ff68f8846cc1a5478c9176c9d939aef9,de235d22f5c7c785ed770d151a91b9d757a09342b716add0621ef2a5e7500e8d,1136,,4b847d0698351d6cbb17c39a86a883156cdd3351
counter_search,bashketchum02/typescript-boilerplate,auth/controllers/auth.controller.ts,d34c35eb3f92c7d08198f904da7979c8e353fabd,96e9b36935e213f33e31d3dc140c3b37e5781c5d82290b240d50d8b40f86b4b1,1310,,0c41d2819d58332570de32bfc5240d921ec11554
counter_search,kpachhai/pathsports-restapi-backend,src/auth/controllers/auth.controller.ts,336edd23250591003cae7c1e1b6e2846848c4f55,99fbf722019b315bc8ccd445e71d4497cfdee5bc5f49899e4f1edbe9cdb21e60,1144,,090ec307dd796fcb29a9cbfb531fd436c3cd9802
counter_search,bashketchum02/barcamp-2021-api,auth/controllers/auth.controller.ts,e2e467e349fc8ea449a4a05fba3f53540066a3d3,f3d7ad91b550cef213c13b0b8cd8bfcec48b32994db48c57e9cdbd4ec43d7159,1649,,071fa48d2f9976a55ceeed911877e0beb27a7ba6
counter_search,victor-devv/mock-premier-league,src/controllers/auth.controller.ts,a48852e8f8dc9d10be3716b81d954abb3166f4cc,a8b84c2a82d8f9990f7d0b56ed6cbc180a92807c76e050a8fdd36d7d4442b766,1397,,4c58dc419799e6d57e6214788eb4f117974b7646
counter_search,mwinel/ezziepos-backend,src/auth/controllers/auth.controller.ts,c6d3a3c2c67c31d3bc31a29273b2f54328289a8b,51a28f9e881ef96dc9bd8ad0517562f1abf5d7426106a5d87d37225eb697839c,995,,c5a301f3c166266b20ae1555e8c1c56a9ed5c270
counter_search,ThiagoBussola/teste-gazin,auth/controllers/auth.controller.ts,d6787348bd0934862d9b4fe8a8bd5e4e2ce69c74,6908eb18cd8244b00afd76696e60d36f8e28de507ed84baf5d9bc386a3b44087,1122,,6b225a49e42a70218964b7e155bb39405cd7933f
counter_search,FathurRohmna/Fullstack-Expressjs-Mongodb-Reactjs-Typescript,server/src/auth/auth.service.ts,2fb79378cf8c7eda3b07a591f2ad4fcecdf74c6e,665b8991a502b366ce3a89c56e545675c5a566670dbd8ca1ffe302db33350b7a,1653,unresolved,95309a35adca02b1cb9924d5f0e0c61d77e50981
counter_search,abchakra/rest-api-ts,app/auth/controllers/auth.controller.ts,b30c839af320aed97510f8123aae2dad27c1f3e7,a5adb2e728f40cd01313ed8d625030a4937bf2d9704582b06f4f7e412a5cda04,1000,,763ece43fa11d13c025d6c28a0628f880e86558e
counter_search,n4matos/boticario-cashback-api,src/auth/controllers/auth.controller.ts,ee41595bd4e729e494d11286ce99d7d7086a1a71,14d1afe83bc760560ca02e67c56c538c7b088b12ec14e9cac4709a7420128c0b,1032,,1fde84d5fbc6410abdeb5b3c47cf7b77175ea7b5
counter_search,FathurRohmna/Commerce.---Order-system-shop-with-Next-js-Typescript,apiFeatures/auth/auth.service.ts,99d0c1c79efe10b093487b743c3c8a44ab142d47,cf4f5ec94f8189858158b80caa92da54280d2a3e146d2cf7a5d3ea56d6a6cd09,1515,,8bd5bd40f8a885c3071ea2c8d8ee54ca320e4bd4
counter_search,david-dot-krupicka/products-review,products/auth/controllers/auth.controller.ts,babe28a228233e1af3d895b840a3e3f4c88b1526,ad58044754b98dafb9d33f31913bfc885d97b07b2b89051f9ddeab2e8633a127,1493,,9e1ecdb5fc227d7c683f9a2bf39dccb86f318f47
counter_search,pirocorp/JS-Back-End,Workshops/REST API/auth/services/jwt.service.ts,a6072ac0871c1640d36f7a671d8beaa3b0f3fb47,f946d960306656bc2d6d8a8a22ebff9edfd56d66514c2341f95cf515b5d76f1b,1130,,2e4a7f011229509d5456169f6c382e2a02b97151
counter_search,arfan-ahmed-shohag/FixItNowBackend,src/app/modules/auth/auth.service.ts,9dcd7e0ecc2fea77eebeabe70ce640a650c6b63d,58b3c313e18fbe86c66d921172b8f6e8888b73a24944b167d694c46eecc81c76,8002,,d4d5ec1e95da19c3d6d9fc4a4c332f0f2a1a5895
counter_search,erkjbro/examples,backend/pro-rest-api/auth/controllers/auth.controller.ts,9d4696c44431f2feec19d1b4e8dfa33281ff8670,cd45c4071db5233e1ebcb5a607bb016d3e1dd04b88c7d7d6975f920f1cfe57dc,1005,,3fd33c5c858c81766324e9a267e29108f41cdef6
counter_search,geekreflex/ripple-api,src/modules/auth/controllers/auth.controller.ts,19865a0e2341533564f72309cc94b18f2c3bb05b,ceb6cc08107f454c7105757e1cf39ae243ad491493af12c48ba840bc8e1618c5,966,,7200e9e4b3574238b44e47fed1c313e597c28070
counter_search,FathurRohmna/Delive-Delivered_shop_system_with_GraphQL,graphql/authentication/authentication.service.ts,15dd914917f3e35973b6d4f043f6efb75d86167a,abf0fabcbef169310ae02710f1657a51fdb9781ab8d193a437aad3b78edfd37c,1043,,4f3b3645026cfae20afddb3663e9e767a4e26487
counter_search,predatorx7/FHN_Project,nodejs/src/app/auth/controllers/auth.controller.ts,8ce92f5ad8fc016074b5ea2176e01b89be9f1a12,93fb288ab8542303b61f2ea1e75f876622c2b88b9f5e753dd76de2dc86e112c4,1200,,5e11df00cc07fb161ea0e463447f2fa17ad65938
counter_search,Gizmodo/BlackWords,auth/controllers/auth.controller.ts,45496530ff68f8846cc1a5478c9176c9d939aef9,de235d22f5c7c785ed770d151a91b9d757a09342b716add0621ef2a5e7500e8d,1136,,a73444cf84b4f4c9f0a905082f8bb6332b3f0ccd
counter_search,maksymkhodakov/NodeREST,auth/controllers/auth.controllers.ts,83673e489b8fe49f1332e9d58c0caa7c31dc08b6,0b055367de5ecee944cc088cde86f9b33ce7dadac7f537488bd311c800cc37a1,1134,,ae18dd701e16c3db070154a1706afd8b15626b7f
counter_search,AnnaAnnaNX/ts-express-rest,src/auth/controller/auth.controller.ts,357f4f5d2b75b517cb0b4da940e42a08bb415bdd,2583f692f60c8ad635283cd46070d968df1bd6a289d6e18782f5675481862a87,1094,,3c753443b4440053b70528cda22e0ad078a5b809
counter_search,gitofdeepanshu/Rest-Api-BoilerPlate,auth/controllers/auth.controller.ts,0f157e53c417c13f5819c50a02366eac6efa49be,e50c162ddd63bc4231b6ae6d677b9d73f47df6154270fee57484497270c64bde,1238,,03d901c50b701a9878b4ad23ba9b3ec9db820324
counter_search,jaycchiu524/need-for-spend,packages/server/src/auth/auth.controllers.ts,ddb306f3fcba32cf3277e6930de4848c38fd9250,07c37a863687a0792157ca8e104af042f55282288c5846481f12679df97246dd,5180,,c3fb3d4cc4bdf7054f2c21a20042a4e8fed91408
counter_search,ConnorMacDonell/dr-messaging-backend,src/auth/controllers/auth.controller.ts,981cbe857f7fb94ec6cf4ed33281f47e416d3db6,226f4b1d4e693a2bdfea19559fa812fd44396f6bd8aa937f01605ba288308c2a,1005,,6287708e600968f270b2dd0496b6e1b8b48a2cc4
counter_search,Rohan-Vij/api,auth/controllers/auth.controller.ts,2a547b76dec42478c2309442126a68bf4a718060,874c389d93434e64ee7c1d0bab5a179018444bc83534e74fc7643e1b601c3288,1331,,921a985a88a5d6814aa022a1f09a6efcf706fbd9
counter_search,ramu-narasinga/FoqusMap-BE,auth/controllers/auth.controller.ts,2f3e6535651ef824f2e31abce7f09908d5c5813d,190f1fd750464c9da5d7d6cd0dda44735d1ea2365c91d76d6ebed784a75905ef,1373,,e870176e7a5220ed3886d98b6f2f8e542ee10a3b
counter_search,hugogallor/f1-backend,auth/controllers/auth.controller.ts,1dc31500beb1a188ff8907e46525bdbc2fcee488,0b9ec8d6c2fafc752dcb9be9e437c02afc3aef16380088eef984783165279050,1377,,19677e90443b0455d049d7014094632f641677fd
counter_search,yanglindong0725/hyper-docs-backend,src/auth/controllers/auth.controller.ts,2e35f9160c0948f1ae761dbd8ccddf960c7a619e,b08b13aad884e296c9d6c3c775d7c08917dbbb84ede28c2e85ea6175f61978ec,1470,,fa494cd5c68717587cdee12a9160425565a2c3da
counter_search,filipve1994/angularfrontendbackendstatemanagement,expressjstypescript/src/modules/auth/controllers/auth.controller.ts,b9bf13288e154887cea7c97dc5d9c05d165dd925,fae755334d42be03ded310f2be921c79121d414665dd4dca5f688534da93c3f0,1019,,a303fde2a77e76f8a6b6527fd62371ceaaeeff31
counter_search,Scott-Zeta/NodePlayground,RestApiTS/auth/controllers/auth.controllers.ts,89fc962b0943e59f7714d964b454f6b8aa6cd41f,a3c4aaf8ff433b148c378cb2942b5aaa35fc888425ffaa00c5075ba271389666,1645,,9a61be7a0ebdbe9f6c3b2ea1e385e295aa71409c
counter_search,stfnbssl/wizzi.cli,packages/wizzi.cli.hub/gitclones/toptal-rest-series/auth/controllers/auth.controller.ts,45496530ff68f8846cc1a5478c9176c9d939aef9,de235d22f5c7c785ed770d151a91b9d757a09342b716add0621ef2a5e7500e8d,1136,,6e0355a6c758166a6910e6b3a5b082227b99a6c3
counter_search,arfan-ahmed-shohag/STRIKERS-FC,football-club-server/src/app/modules/auth/auth.service.ts,2c32ec8b4c4ac2e4ac773593a2fc5f6e4b45f80d,50ffa1f2ef938afcab9e6ac0f4ccbae58fafdda41812c7f6979ac923c49c0c99,7988,,821cf306052ef42f56c73ea16ac3b01fac72635d
counter_search,ramu-narasinga/Rest-Express-Starter,auth/controllers/auth.controller.ts,2f3e6535651ef824f2e31abce7f09908d5c5813d,190f1fd750464c9da5d7d6cd0dda44735d1ea2365c91d76d6ebed784a75905ef,1373,,be606e5c1b36512a70abdb02945e2a41c9831b6c
