environment,condition,invocation,n,mean_us,median_us,p90_us,p99_us,min_us,max_us,stddev_us,timer_overhead_us,node_version,openssl_version,platform
node:26.6.0-bookworm,jwt_hs_string,3,20000,31.7571,28.25,40.875,65.875,25.875,712.875,16.8614,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,3,20000,7.0985,6.0,7.542,22.166,5.208,363.25,10.1658,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,3,20000,10.2535,8.167,10.0,34.833,7.25,1811.292,25.2365,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,3,20000,18.5187,16.791,20.166,40.416,15.0,425.917,9.6805,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,3,20000,24.8707,16.75,32.125,98.75,11.458,14851.084,140.053,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,3,20000,1.5152,0.917,1.042,3.083,0.75,2901.125,34.2895,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,3,20000,4.2784,3.167,3.875,17.041,2.666,2627.875,30.1842,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,3,20000,3.5725,2.417,3.375,14.292,2.083,2019.875,28.1298,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,3,20000,2.3019,1.667,1.875,8.875,1.417,2299.708,21.5035,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,3,20000,0.1933,0.125,0.167,0.25,0.041,147.25,1.5914,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,4,20000,30.4829,27.833,34.542,63.291,25.083,550.958,17.5472,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,4,20000,12.5745,7.5,13.333,55.75,5.875,13213.375,139.7794,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,4,20000,9.2121,7.583,9.75,30.083,6.25,1682.083,21.1069,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,4,20000,20.5667,16.667,25.416,59.541,14.875,1885.084,21.3477,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,4,20000,14.2668,12.083,14.542,41.417,11.167,3535.792,36.3046,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,4,20000,1.1691,0.792,0.959,3.625,0.541,1871.5,21.6439,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,4,20000,4.0091,3.167,4.041,19.5,2.333,1341.333,20.5946,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,4,20000,4.1092,2.916,4.042,9.0,2.208,4413.958,48.0831,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,4,20000,1.9797,1.708,1.917,3.667,1.416,400.208,6.191,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,4,20000,0.168,0.166,0.208,0.25,0.042,23.708,0.3941,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,5,20000,32.3613,29.125,37.0,79.125,25.917,1077.583,22.3426,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,5,20000,6.8687,5.667,7.084,19.333,5.166,312.875,9.5926,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,5,20000,9.8203,7.125,12.083,35.709,6.333,2455.25,30.3718,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,5,20000,20.4274,16.5,25.167,62.375,14.708,2534.959,26.4765,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,5,20000,14.9004,12.459,15.166,37.458,11.083,3207.041,41.3957,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,5,20000,1.1984,0.875,1.0,2.0,0.666,1676.25,16.8618,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,5,20000,7.6959,3.75,5.625,28.458,2.958,14611.25,136.0761,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,5,20000,5.1894,3.292,4.417,22.958,2.583,2900.417,41.1019,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,5,20000,1.6016,1.375,1.75,2.042,1.167,393.167,4.1927,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,5,20000,0.1552,0.125,0.167,0.25,0.041,43.542,0.4797,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,6,20000,29.5624,27.625,30.625,58.417,25.083,405.292,13.4983,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,6,20000,7.2511,6.083,7.375,21.084,5.542,1648.167,17.2165,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,6,20000,8.2689,7.0,8.375,21.875,6.25,483.291,13.7247,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,6,20000,16.9003,16.25,16.917,31.292,14.416,380.167,7.8287,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,6,20000,14.8479,12.208,17.709,36.25,11.416,3954.125,44.7499,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,6,20000,1.2784,0.958,1.125,2.25,0.625,2183.542,21.4459,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,6,20000,5.3241,3.458,5.5,21.75,2.708,2618.917,38.7194,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,6,20000,4.2387,3.208,3.625,15.792,2.542,3147.083,37.8268,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,6,20000,1.8353,1.625,1.75,2.917,1.416,400.958,5.5397,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,6,20000,0.1748,0.166,0.167,0.25,0.041,134.458,1.1537,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,7,20000,31.109,27.958,38.833,64.0,25.584,595.333,19.6549,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,7,20000,8.8422,7.583,9.417,29.542,6.375,489.083,13.7634,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,7,20000,11.3498,8.125,12.333,47.625,6.125,1642.0,29.3779,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,7,20000,23.0328,19.458,35.209,61.292,14.75,566.25,14.3456,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,7,20000,13.9967,11.875,14.916,32.583,11.167,5374.042,52.1222,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,7,20000,1.7544,1.0,1.208,4.25,0.833,5867.834,50.8214,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,7,20000,4.4922,3.25,4.083,18.084,2.667,2331.417,29.0414,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,7,20000,3.53,2.875,3.458,9.166,2.167,2728.334,27.5932,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,7,20000,1.9318,1.666,1.75,6.625,1.416,455.917,6.2796,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,7,20000,0.1802,0.166,0.167,0.292,0.041,213.833,1.8262,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,8,20000,32.749,28.5,38.667,90.958,26.209,2001.542,29.3202,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,8,20000,7.2003,5.916,8.583,24.708,5.208,498.917,11.9238,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,8,20000,10.9773,8.458,13.958,35.167,6.792,851.042,21.6594,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,8,20000,21.5182,18.959,29.125,59.833,14.875,873.75,15.7771,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,8,20000,14.0928,12.0,16.0,32.459,11.083,4636.667,43.5033,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,8,20000,1.6277,0.958,1.167,7.125,0.75,3605.167,35.0616,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,8,20000,4.1448,3.209,4.208,16.083,2.75,2044.625,22.8098,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,8,20000,3.3328,2.875,3.291,7.125,2.167,1783.042,20.9644,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,8,20000,1.3642,1.208,1.291,4.375,1.0,209.875,2.937,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,8,20000,0.1698,0.166,0.208,0.458,0.041,44.5,0.502,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,9,20000,30.9345,27.958,32.375,59.75,25.167,1603.25,26.183,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,9,20000,7.5262,5.75,9.917,26.292,5.041,1099.583,17.0369,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,9,20000,13.4669,10.042,18.125,46.625,7.583,1429.917,28.4115,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,9,20000,17.6998,16.5,19.417,34.417,14.833,1276.042,13.0389,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,9,20000,12.7735,11.666,13.125,26.042,11.125,3378.542,35.8644,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,9,20000,1.48,1.0,1.167,5.625,0.75,2210.666,26.1375,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,9,20000,3.3492,2.542,3.5,13.542,1.916,1177.209,18.43,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,9,20000,6.2923,3.583,7.916,39.125,2.666,3666.584,42.5789,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,9,20000,1.8604,1.417,1.75,7.042,1.25,1504.458,14.5015,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,9,20000,0.2441,0.125,0.167,0.459,0.042,1210.042,8.6701,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string,10,20000,31.2694,27.917,33.292,73.459,25.958,1653.334,27.1842,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_preparsed,10,20000,14.2295,8.791,19.541,74.917,7.417,1953.625,32.5624,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,jwt_hs_string_safe,10,20000,9.9224,8.208,10.542,31.167,6.417,2081.0,23.3766,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_throws,10,20000,17.2677,16.208,17.208,34.958,14.541,698.458,11.0872,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,probe_succeeds,10,20000,13.3325,11.791,13.042,31.084,11.042,4606.375,46.8156,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,create_secret_key,10,20000,1.8981,0.958,1.209,8.584,0.791,4024.458,39.7086,0.084,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_string,10,20000,3.4311,2.708,3.625,11.958,1.958,1049.625,16.4554,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,hmac_keyobject,10,20000,3.329,2.458,3.458,12.208,2.125,2073.083,21.4035,0.083,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,decode_only,10,20000,2.377,1.708,1.833,7.917,1.416,3385.5,28.3647,0.125,v26.6.0,3.5.7,linux/arm64
node:26.6.0-bookworm,timer_overhead,10,20000,0.1413,0.125,0.167,0.167,0.041,42.75,0.5951,0.084,v26.6.0,3.5.7,linux/arm64
node:20-alpine,jwt_hs_string,1,20000,490.2474,445.8750,543.0000,1137.2910,410.7910,31341.9170,364.7801,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,1,20000,12.3825,9.8750,14.6660,52.7920,6.8330,2122.0420,35.0102,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,1,20000,10.1837,8.6670,9.8750,29.2920,8.0420,577.6250,15.0698,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,1,20000,429.8539,418.4170,453.2080,632.2500,397.4580,4425.9580,69.9741,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,1,20000,148.7332,141.7080,162.3340,258.2080,127.1250,3971.8750,69.0003,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,1,20000,1.9010,1.2920,1.9580,5.9160,1.0830,1515.5410,20.5667,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,1,20000,3.0804,2.4170,3.5830,14.0830,2.1250,837.9580,8.3821,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,1,20000,2.5726,2.1670,2.5000,12.2910,1.9160,899.5000,6.6260,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,1,20000,1.9382,1.7090,1.7920,6.9590,1.5830,157.7090,2.6902,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,1,20000,0.2280,0.1670,0.2090,0.2500,0.0830,559.5840,4.0666,0.0840,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,2,20000,448.1409,436.0420,469.3330,703.8330,413.2080,3238.6250,72.8424,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,2,20000,8.9767,7.1660,11.0000,29.6670,6.6250,1395.9580,17.9321,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,2,20000,12.0122,9.5000,11.9160,48.9170,8.6660,628.0000,18.8439,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,2,20000,430.3827,420.6250,451.7500,597.5830,398.1250,4639.1250,67.0512,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,2,20000,147.8644,141.9170,163.1670,202.8340,126.3750,4410.9170,71.0032,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,2,20000,2.2512,1.5000,2.5000,8.7080,1.2500,1458.7080,20.7329,0.1250,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,2,20000,3.5098,2.3330,3.3330,16.0410,2.0410,1000.5840,15.9064,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,2,20000,5.5202,3.2910,5.3750,27.8750,2.7080,6201.4580,57.2604,0.1250,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,2,20000,2.8442,2.4580,2.6670,11.8750,2.2080,244.6250,4.6084,0.1250,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,2,20000,0.1314,0.1250,0.1670,0.2080,0.0410,31.1250,0.4296,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,3,20000,447.5587,438.0420,469.5420,634.0830,412.6250,2315.6670,54.6670,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,3,20000,7.6654,7.0420,7.3750,19.3750,6.6670,293.3330,7.7081,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,3,20000,9.5653,8.6670,9.2500,21.2500,8.1660,348.5000,13.1278,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,3,20000,433.5148,421.4590,452.3330,683.7920,397.8750,4185.1670,76.0401,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,3,20000,147.4090,141.4590,161.2920,218.0420,126.7090,4695.9580,69.8966,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,3,20000,1.9095,1.2500,2.0830,6.4580,1.0410,1349.2080,20.2646,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,3,20000,2.7994,2.4580,2.7920,8.8750,2.0830,1135.2910,10.3946,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,3,20000,2.7991,2.4590,2.7500,7.8340,1.9170,876.7500,10.5658,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,3,20000,3.2538,2.3750,2.8340,19.4590,2.1670,413.7920,6.6784,0.0840,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,3,20000,0.2024,0.1670,0.2090,0.2500,0.0830,478.7500,3.4463,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,4,20000,448.7745,437.5000,476.0840,668.2910,410.2920,1953.2920,54.0393,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,4,20000,7.5801,7.0410,7.3330,19.5830,6.6250,210.1250,7.1711,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,4,20000,9.3709,8.4170,9.1250,22.7920,7.8750,448.7500,12.8096,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,4,20000,427.2890,418.2500,447.4170,591.4170,395.8750,5217.1660,66.7448,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,4,20000,153.4534,142.6670,170.5840,339.0830,126.6250,3084.5830,68.6220,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,4,20000,1.6719,1.2090,1.5410,3.2500,1.0410,1416.8750,17.7707,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,4,20000,3.1076,2.3750,3.1250,11.9580,2.0830,1118.9580,14.6568,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,4,20000,2.5274,2.1670,2.4170,9.4580,1.9170,994.2500,10.7666,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,4,20000,2.6684,2.2920,2.5840,11.2080,1.8750,229.8340,4.7688,0.1250,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,4,20000,0.1296,0.1250,0.1670,0.2080,0.0830,48.5830,0.4278,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,5,20000,443.6161,435.4580,463.0420,601.7920,411.5420,2415.1250,50.5985,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,5,20000,8.2103,7.4160,7.8330,22.8750,6.9580,358.2500,9.0279,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,5,20000,11.4093,9.4160,13.9580,35.1660,8.4160,536.0410,15.0998,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,5,20000,431.8194,420.4580,453.1670,650.3750,397.3340,4260.7920,71.0856,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,5,20000,147.6756,142.2080,161.0840,204.7500,127.4590,4357.1250,63.2600,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,5,20000,1.7290,1.2910,1.5000,3.4170,1.0830,1415.2080,18.1624,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,5,20000,3.1119,2.3340,3.3750,12.3750,2.0830,1028.3750,13.7122,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,5,20000,2.6283,2.1660,2.5410,9.7090,1.9160,933.1250,12.2016,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,5,20000,1.9962,1.7090,1.8330,7.0000,1.5830,176.4170,3.3493,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,5,20000,0.1263,0.1250,0.1660,0.1670,0.0410,42.2920,0.5207,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,6,20000,440.8294,433.4580,460.9160,580.2080,410.1670,1967.1250,45.1823,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,6,20000,8.2235,7.0840,8.0420,23.3340,6.6250,453.1250,11.4806,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,6,20000,11.6940,8.8750,14.0840,39.5410,8.1660,1278.6670,25.1030,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,6,20000,433.3477,420.8330,455.5410,704.2080,398.7090,4887.7910,75.2538,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,6,20000,150.1513,142.5420,167.3330,249.9580,126.8750,8977.6670,89.9179,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,6,20000,1.6112,1.2500,1.5000,3.3340,1.0410,972.9580,14.8766,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,6,20000,2.7494,2.2910,2.7080,10.9170,2.0410,849.2910,11.0669,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,6,20000,2.5501,2.0840,2.6250,9.4170,1.8750,845.3330,11.3012,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,6,20000,2.7233,2.4590,2.6250,5.6670,2.2080,293.5420,3.6494,0.0840,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,6,20000,0.1784,0.1250,0.2080,0.2090,0.0830,393.0830,2.8094,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,7,20000,448.2267,437.2920,470.9170,652.4160,412.5000,2974.2920,62.0331,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,7,20000,7.7178,7.1250,7.5420,16.7910,6.6660,273.9590,7.6352,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,7,20000,9.9905,8.5830,9.7920,24.1670,8.0000,712.2080,14.8065,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,7,20000,431.9731,420.5000,453.2910,657.8750,398.5420,7737.7910,85.6052,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,7,20000,152.0403,144.4170,169.5410,253.1250,127.3750,4132.6660,70.0519,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,7,20000,1.6596,1.2090,1.4580,3.3330,1.0410,1278.0000,17.8386,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,7,20000,2.9065,2.3330,3.1660,12.3340,2.0830,903.8330,10.3869,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,7,20000,2.6159,2.1670,2.5000,9.8330,1.9160,944.0000,12.1346,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,7,20000,2.6144,2.3750,2.6250,15.1660,1.8750,200.8340,3.3703,0.0840,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,7,20000,0.1455,0.1250,0.1670,0.2080,0.0420,405.2500,2.8843,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,8,20000,466.5061,442.2080,500.3340,926.4170,410.4160,9243.3750,145.0257,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,8,20000,10.6579,7.5420,14.7920,45.9590,6.8750,622.5420,19.1115,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,8,20000,10.4453,8.9160,10.4580,28.1250,8.0830,617.7080,15.2312,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,8,20000,441.3232,424.2910,475.5420,740.3340,397.5000,4356.1670,81.6394,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,8,20000,150.9092,142.0000,167.7500,267.7920,126.5000,5330.5830,80.5706,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,8,20000,1.7558,1.2500,1.5420,3.7500,1.0830,1382.5420,18.8364,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,8,20000,3.0004,2.4160,2.9580,11.2920,2.1250,1120.6250,12.8333,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,8,20000,2.4691,2.1660,2.4590,9.8750,1.8750,819.2080,5.9944,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,8,20000,1.9101,1.7920,1.8750,3.3750,1.6250,103.0830,1.7923,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,8,20000,0.1516,0.1250,0.1670,0.2090,0.0410,320.0000,2.2899,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,9,20000,458.6744,440.7910,491.2500,823.1660,410.6250,3695.5830,86.6486,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_preparsed,9,20000,8.3658,7.5000,8.7920,20.8750,6.8330,331.7500,8.3068,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string_safe,9,20000,11.5986,9.3750,12.7920,37.9160,8.5000,722.9170,18.5960,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_throws,9,20000,435.9089,424.2920,463.1250,650.8340,399.4580,2448.5830,59.9077,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,probe_succeeds,9,20000,152.5635,144.4580,170.5830,294.6250,127.1250,4555.5420,59.4407,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,create_secret_key,9,20000,1.7311,1.2500,1.5420,3.8750,1.0830,1260.3330,18.1945,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_string,9,20000,2.8833,2.3330,3.2080,11.1660,2.0410,1384.2090,13.1014,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,hmac_keyobject,9,20000,2.6562,2.1250,2.4580,11.9170,1.8750,1176.3750,13.4382,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,decode_only,9,20000,2.3832,2.0830,2.2080,8.7500,1.9160,413.2080,4.3461,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,timer_overhead,9,20000,0.1537,0.1250,0.1670,0.2090,0.0830,353.1670,2.5186,0.0830,v20.20.2,3.0.19,linux/arm64
node:20-alpine,jwt_hs_string,10,20000,448.4936,435.6250,474.0410,692.4160,414.0000,4576.5000,91.1566,0.0830,v20.20.2,3.0.19,linux/arm64
