# pod CPU samples, backend=cgroup interval=1s selector=app=service-a namespace=default
t_unix,pod,container,cpu_millicores,eventloop_lag_p99_ms
1789321533.6903691,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,63.860,2.910207
1789321533.839658,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,26.265,
1789321535.144178,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,57.768,3.094527
1789321535.290787,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,26.587,
1789321536.5764532,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,64.650,3.151871
1789321536.7175949,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,26.701,
1789321537.978476,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,71.468,3.248127
1789321538.132596,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,23.667,
1789321539.456002,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,53.827,3.078143
1789321539.6071959,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,28.040,
1789321540.908234,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,50.642,2.869247
1789321541.054531,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,28.266,
1789321542.346692,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,64.504,3.094527
1789321542.491785,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,23.597,
1789321543.7632372,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,63.935,2.979839
1789321543.927737,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,28.328,
1789321545.233226,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,52.206,3.006463
1789321545.385783,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,27.391,
1789321546.688159,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,48.333,3.014655
1789321546.8520262,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,21.836,
1789321548.143005,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,50.642,3.059711
1789321548.3130932,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,28.149,
1789321549.645826,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,45.914,3.131391
1789321549.788086,service-a-s8-deployment-7bc74d68f7-cj7rq,istio-proxy,21.789,
1789321551.0989609,service-a-s8-deployment-7bc74d68f7-cj7rq,service-a,53.336,3.164159
