TIMESTAMP,POD,CPU,MEMORY
2025-11-18T00:21:02,service-a-deployment-6bd85fb6c9-crbb6,0m,59Mi
2025-11-18T00:21:02,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:21:02,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,125Mi
2025-11-18T00:21:07,service-a-deployment-6bd85fb6c9-crbb6,0m,59Mi
2025-11-18T00:21:07,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:21:07,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,125Mi
2025-11-18T00:21:12,service-a-deployment-6bd85fb6c9-crbb6,1m,59Mi
2025-11-18T00:21:12,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:21:12,ingress-nginx-controller-6ccdb49bd4-vwfs4,2m,125Mi
2025-11-18T00:21:17,service-a-deployment-6bd85fb6c9-crbb6,1m,59Mi
2025-11-18T00:21:17,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:21:17,ingress-nginx-controller-6ccdb49bd4-vwfs4,2m,125Mi
2025-11-18T00:21:22,service-a-deployment-6bd85fb6c9-crbb6,1m,59Mi
2025-11-18T00:21:22,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:21:22,ingress-nginx-controller-6ccdb49bd4-vwfs4,2m,125Mi
2025-11-18T00:21:28,service-a-deployment-6bd85fb6c9-crbb6,0m,59Mi
2025-11-18T00:21:28,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:21:28,ingress-nginx-controller-6ccdb49bd4-vwfs4,19m,129Mi
2025-11-18T00:21:33,service-a-deployment-6bd85fb6c9-crbb6,0m,59Mi
2025-11-18T00:21:33,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:21:33,ingress-nginx-controller-6ccdb49bd4-vwfs4,19m,129Mi
2025-11-18T00:21:38,service-a-deployment-6bd85fb6c9-crbb6,0m,59Mi
2025-11-18T00:21:38,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:21:38,ingress-nginx-controller-6ccdb49bd4-vwfs4,19m,129Mi
2025-11-18T00:21:43,service-a-deployment-6bd85fb6c9-crbb6,5m,38Mi
2025-11-18T00:21:43,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:21:43,ingress-nginx-controller-6ccdb49bd4-vwfs4,10m,130Mi
2025-11-18T00:21:48,service-a-deployment-6bd85fb6c9-crbb6,5m,38Mi
2025-11-18T00:21:48,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:21:48,ingress-nginx-controller-6ccdb49bd4-vwfs4,10m,130Mi
2025-11-18T00:21:53,service-a-deployment-6bd85fb6c9-crbb6,5m,38Mi
2025-11-18T00:21:53,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:21:53,ingress-nginx-controller-6ccdb49bd4-vwfs4,10m,130Mi
2025-11-18T00:21:58,service-a-deployment-6bd85fb6c9-crbb6,40m,41Mi
2025-11-18T00:21:58,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:21:58,ingress-nginx-controller-6ccdb49bd4-vwfs4,55m,134Mi
2025-11-18T00:22:03,service-a-deployment-6bd85fb6c9-crbb6,40m,41Mi
2025-11-18T00:22:03,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:22:03,ingress-nginx-controller-6ccdb49bd4-vwfs4,55m,134Mi
2025-11-18T00:22:08,service-a-deployment-6bd85fb6c9-crbb6,40m,41Mi
2025-11-18T00:22:08,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:22:08,ingress-nginx-controller-6ccdb49bd4-vwfs4,55m,134Mi
2025-11-18T00:22:14,service-a-deployment-6bd85fb6c9-crbb6,57m,57Mi
2025-11-18T00:22:14,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:22:14,ingress-nginx-controller-6ccdb49bd4-vwfs4,50m,136Mi
2025-11-18T00:22:19,service-a-deployment-6bd85fb6c9-crbb6,57m,57Mi
2025-11-18T00:22:19,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:22:19,ingress-nginx-controller-6ccdb49bd4-vwfs4,50m,136Mi
2025-11-18T00:22:24,service-a-deployment-6bd85fb6c9-crbb6,57m,57Mi
2025-11-18T00:22:24,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:22:24,ingress-nginx-controller-6ccdb49bd4-vwfs4,50m,136Mi
2025-11-18T00:22:29,service-a-deployment-6bd85fb6c9-crbb6,52m,59Mi
2025-11-18T00:22:29,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:22:29,ingress-nginx-controller-6ccdb49bd4-vwfs4,48m,137Mi
2025-11-18T00:22:34,service-a-deployment-6bd85fb6c9-crbb6,52m,59Mi
2025-11-18T00:22:34,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:22:34,ingress-nginx-controller-6ccdb49bd4-vwfs4,48m,137Mi
2025-11-18T00:22:39,service-a-deployment-6bd85fb6c9-crbb6,52m,59Mi
2025-11-18T00:22:39,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:22:39,ingress-nginx-controller-6ccdb49bd4-vwfs4,48m,137Mi
2025-11-18T00:22:44,service-a-deployment-6bd85fb6c9-crbb6,57m,59Mi
2025-11-18T00:22:44,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:22:44,ingress-nginx-controller-6ccdb49bd4-vwfs4,53m,137Mi
2025-11-18T00:22:49,service-a-deployment-6bd85fb6c9-crbb6,57m,59Mi
2025-11-18T00:22:49,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:22:49,ingress-nginx-controller-6ccdb49bd4-vwfs4,53m,137Mi
2025-11-18T00:22:54,service-a-deployment-6bd85fb6c9-crbb6,57m,59Mi
2025-11-18T00:22:54,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:22:54,ingress-nginx-controller-6ccdb49bd4-vwfs4,53m,137Mi
