TIMESTAMP,POD,CPU,MEMORY
2025-11-18T00:26:03,service-a-deployment-6bd85fb6c9-crbb6,0m,60Mi
2025-11-18T00:26:03,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:26:03,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:26:08,service-a-deployment-6bd85fb6c9-crbb6,0m,60Mi
2025-11-18T00:26:08,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:26:08,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:26:13,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:26:13,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:26:13,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:26:18,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:26:18,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:26:18,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:26:23,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:26:23,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:26:23,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:26:28,service-a-deployment-6bd85fb6c9-crbb6,22m,41Mi
2025-11-18T00:26:28,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:26:28,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,140Mi
2025-11-18T00:26:33,service-a-deployment-6bd85fb6c9-crbb6,22m,41Mi
2025-11-18T00:26:33,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:26:33,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,140Mi
2025-11-18T00:26:38,service-a-deployment-6bd85fb6c9-crbb6,22m,41Mi
2025-11-18T00:26:38,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:26:38,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,140Mi
2025-11-18T00:26:44,service-a-deployment-6bd85fb6c9-crbb6,59m,46Mi
2025-11-18T00:26:44,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:26:44,ingress-nginx-controller-6ccdb49bd4-vwfs4,60m,142Mi
2025-11-18T00:26:49,service-a-deployment-6bd85fb6c9-crbb6,59m,46Mi
2025-11-18T00:26:49,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:26:49,ingress-nginx-controller-6ccdb49bd4-vwfs4,60m,142Mi
2025-11-18T00:26:54,service-a-deployment-6bd85fb6c9-crbb6,59m,46Mi
2025-11-18T00:26:54,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:26:54,ingress-nginx-controller-6ccdb49bd4-vwfs4,60m,142Mi
2025-11-18T00:26:59,service-a-deployment-6bd85fb6c9-crbb6,60m,58Mi
2025-11-18T00:26:59,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:26:59,ingress-nginx-controller-6ccdb49bd4-vwfs4,54m,143Mi
2025-11-18T00:27:04,service-a-deployment-6bd85fb6c9-crbb6,60m,58Mi
