TIMESTAMP,POD,CPU,MEMORY
2025-11-18T00:53:11,service-a-deployment-5b66648874-k9scn,0m,62Mi
2025-11-18T00:53:11,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:53:11,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:53:16,service-a-deployment-5b66648874-k9scn,0m,62Mi
2025-11-18T00:53:16,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:53:16,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:53:21,service-a-deployment-5b66648874-k9scn,0m,62Mi
2025-11-18T00:53:21,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:53:21,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,137Mi
2025-11-18T00:53:26,service-a-deployment-5b66648874-k9scn,1m,62Mi
2025-11-18T00:53:26,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:53:26,ingress-nginx-controller-6ccdb49bd4-vwfs4,4m,137Mi
2025-11-18T00:53:31,service-a-deployment-5b66648874-k9scn,1m,62Mi
2025-11-18T00:53:31,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:53:31,ingress-nginx-controller-6ccdb49bd4-vwfs4,4m,137Mi
2025-11-18T00:53:36,service-a-deployment-5b66648874-k9scn,1m,62Mi
2025-11-18T00:53:36,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:53:36,ingress-nginx-controller-6ccdb49bd4-vwfs4,4m,137Mi
2025-11-18T00:53:41,service-a-deployment-5b66648874-k9scn,14m,62Mi
2025-11-18T00:53:41,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:53:41,ingress-nginx-controller-6ccdb49bd4-vwfs4,16m,139Mi
2025-11-18T00:53:46,service-a-deployment-5b66648874-k9scn,14m,62Mi
2025-11-18T00:53:46,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:53:46,ingress-nginx-controller-6ccdb49bd4-vwfs4,16m,139Mi
2025-11-18T00:53:52,service-a-deployment-5b66648874-k9scn,14m,62Mi
2025-11-18T00:53:52,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:53:52,ingress-nginx-controller-6ccdb49bd4-vwfs4,16m,139Mi
2025-11-18T00:53:57,service-a-deployment-5b66648874-k9scn,94m,44Mi
2025-11-18T00:53:57,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:53:57,ingress-nginx-controller-6ccdb49bd4-vwfs4,48m,142Mi
2025-11-18T00:54:02,service-a-deployment-5b66648874-k9scn,94m,44Mi
2025-11-18T00:54:02,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:54:02,ingress-nginx-controller-6ccdb49bd4-vwfs4,48m,142Mi
2025-11-18T00:54:07,service-a-deployment-5b66648874-k9scn,94m,44Mi
2025-11-18T00:54:07,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:54:07,ingress-nginx-controller-6ccdb49bd4-vwfs4,48m,142Mi
2025-11-18T00:54:12,service-a-deployment-5b66648874-k9scn,112m,59Mi
2025-11-18T00:54:12,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:54:12,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,143Mi
2025-11-18T00:54:17,service-a-deployment-5b66648874-k9scn,112m,59Mi
2025-11-18T00:54:17,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:54:17,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,143Mi
2025-11-18T00:54:22,service-a-deployment-5b66648874-k9scn,112m,59Mi
2025-11-18T00:54:22,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:54:22,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,143Mi
2025-11-18T00:54:27,service-a-deployment-5b66648874-k9scn,101m,59Mi
2025-11-18T00:54:27,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:54:27,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,143Mi
2025-11-18T00:54:32,service-a-deployment-5b66648874-k9scn,101m,59Mi
2025-11-18T00:54:32,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:54:32,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,143Mi
2025-11-18T00:54:38,service-a-deployment-5b66648874-k9scn,101m,59Mi
2025-11-18T00:54:38,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:54:38,ingress-nginx-controller-6ccdb49bd4-vwfs4,36m,143Mi
2025-11-18T00:54:43,service-a-deployment-5b66648874-k9scn,96m,60Mi
2025-11-18T00:54:43,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:54:43,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,144Mi
2025-11-18T00:54:48,service-a-deployment-5b66648874-k9scn,96m,60Mi
2025-11-18T00:54:48,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:54:48,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,144Mi
2025-11-18T00:54:53,service-a-deployment-5b66648874-k9scn,96m,60Mi
2025-11-18T00:54:53,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:54:53,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,144Mi
2025-11-18T00:54:58,service-a-deployment-5b66648874-k9scn,97m,61Mi
2025-11-18T00:54:58,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:54:58,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,145Mi
2025-11-18T00:55:03,service-a-deployment-5b66648874-k9scn,97m,61Mi
2025-11-18T00:55:03,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:55:03,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,145Mi
2025-11-18T00:55:08,service-a-deployment-5b66648874-k9scn,97m,61Mi
2025-11-18T00:55:08,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:55:08,ingress-nginx-controller-6ccdb49bd4-vwfs4,33m,145Mi
2025-11-18T00:55:13,service-a-deployment-5b66648874-k9scn,32m,61Mi
2025-11-18T00:55:13,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:55:13,ingress-nginx-controller-6ccdb49bd4-vwfs4,14m,139Mi
2025-11-18T00:55:18,service-a-deployment-5b66648874-k9scn,32m,61Mi
2025-11-18T00:55:18,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:55:18,ingress-nginx-controller-6ccdb49bd4-vwfs4,14m,139Mi
2025-11-18T00:55:24,service-a-deployment-5b66648874-k9scn,32m,61Mi
2025-11-18T00:55:24,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:55:24,ingress-nginx-controller-6ccdb49bd4-vwfs4,14m,139Mi
2025-11-18T00:55:29,service-a-deployment-5b66648874-k9scn,1m,61Mi
2025-11-18T00:55:29,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:55:29,ingress-nginx-controller-6ccdb49bd4-vwfs4,4m,139Mi
2025-11-18T00:55:34,service-a-deployment-5b66648874-k9scn,1m,61Mi
2025-11-18T00:55:34,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:55:34,ingress-nginx-controller-6ccdb49bd4-vwfs4,4m,139Mi
2025-11-18T00:55:39,service-a-deployment-5b66648874-k9scn,1m,61Mi
2025-11-18T00:55:39,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T00:55:39,ingress-nginx-controller-6ccdb49bd4-vwfs4,4m,139Mi
2025-11-18T00:55:44,service-a-deployment-5b66648874-k9scn,0m,61Mi
2025-11-18T00:55:44,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:55:44,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,139Mi
2025-11-18T00:55:49,service-a-deployment-5b66648874-k9scn,0m,61Mi
2025-11-18T00:55:49,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T00:55:49,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,139Mi
