# pod CPU samples, backend=cgroup interval=1s selector=app=service-a namespace=default
t_unix,pod,container,cpu_millicores,eventloop_lag_p99_ms
1789300749.166282,service-a-deployment-7f89c7bc99-d4fq5,service-a,55.819,2.811903
1789300749.413034,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,23.434,
1789300749.712787,service-a-deployment-7f8b79cf8-r7cd4,service-a,11.920,2.811903
1789300751.357883,service-a-deployment-7f89c7bc99-d4fq5,service-a,60.374,3.192831
1789300751.615225,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,27.398,
1789300751.9227688,service-a-deployment-7f8b79cf8-r7cd4,service-a,14.130,3.192831
1789300753.4233449,service-a-deployment-7f89c7bc99-d4fq5,service-a,57.519,2.666495
1789300753.700405,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,25.875,
1789300754.019424,service-a-deployment-7f8b79cf8-r7cd4,service-a,13.064,2.666495
1789300755.5657651,service-a-deployment-7f89c7bc99-d4fq5,service-a,52.675,2.779135
1789300755.8218272,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,27.298,
1789300756.1408691,service-a-deployment-7f8b79cf8-r7cd4,service-a,13.422,2.779135
1789300757.638316,service-a-deployment-7f89c7bc99-d4fq5,service-a,56.238,2.703359
1789300757.88689,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,23.713,
1789300758.178114,service-a-deployment-7f8b79cf8-r7cd4,service-a,11.282,2.703359
1789300759.690408,service-a-deployment-7f89c7bc99-d4fq5,service-a,72.222,2.414591
1789300759.976765,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,26.838,
1789300760.281109,service-a-deployment-7f8b79cf8-r7cd4,service-a,13.783,2.414591
1789300761.77573,service-a-deployment-7f89c7bc99-d4fq5,service-a,56.367,2.875391
1789300762.040802,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,28.707,
1789300762.359859,service-a-deployment-7f8b79cf8-r7cd4,service-a,12.813,2.875391
1789300764.014357,service-a-deployment-7f89c7bc99-d4fq5,service-a,54.656,3.127295
1789300764.33184,service-a-deployment-7f89c7bc99-d4fq5,istio-proxy,28.719,
