# pod CPU samples, backend=cgroup interval=1s selector=app=service-a namespace=default
t_unix,pod,container,cpu_millicores,eventloop_lag_p99_ms
1789319611.414068,service-a-deployment-5fd8db696c-4hxjg,service-a,90.524,3.588095
1789319611.650848,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,28.257,
1789319613.027429,service-a-deployment-5fd8db696c-4hxjg,service-a,79.905,3.082239
1789319613.2713768,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,23.877,
1789319614.665416,service-a-deployment-5fd8db696c-4hxjg,service-a,87.843,2.990079
1789319614.895821,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,23.915,
1789319616.2638028,service-a-deployment-5fd8db696c-4hxjg,service-a,81.894,3.510271
1789319616.50494,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,27.639,
1789319617.880586,service-a-deployment-5fd8db696c-4hxjg,service-a,80.828,3.026943
1789319618.1085582,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,24.674,
1789319619.499336,service-a-deployment-5fd8db696c-4hxjg,service-a,84.576,3.153919
1789319619.729578,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,25.026,
1789319621.12905,service-a-deployment-5fd8db696c-4hxjg,service-a,103.943,3.043327
1789319621.352915,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,25.050,
1789319622.741102,service-a-deployment-5fd8db696c-4hxjg,service-a,74.846,3.254271
1789319623.025107,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,25.194,
1789319624.425057,service-a-deployment-5fd8db696c-4hxjg,service-a,92.040,3.782655
1789319624.642011,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,26.364,
1789319626.035918,service-a-deployment-5fd8db696c-4hxjg,service-a,83.012,3.059711
1789319626.269619,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,26.481,
1789319627.6632068,service-a-deployment-5fd8db696c-4hxjg,service-a,81.931,3.559423
1789319627.884948,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,25.449,
1789319629.2574458,service-a-deployment-5fd8db696c-4hxjg,service-a,93.121,3.108863
1789319629.486667,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,22.202,
1789319630.853248,service-a-deployment-5fd8db696c-4hxjg,service-a,75.951,3.117055
1789319631.085686,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,24.554,
1789319632.459309,service-a-deployment-5fd8db696c-4hxjg,service-a,80.012,3.080191
1789319632.691166,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,24.996,
1789319634.093826,service-a-deployment-5fd8db696c-4hxjg,service-a,79.294,3.078143
1789319634.3651981,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,23.808,
1789319635.7376919,service-a-deployment-5fd8db696c-4hxjg,service-a,72.484,3.225599
1789319635.9791858,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,23.118,
1789319637.397978,service-a-deployment-5fd8db696c-4hxjg,service-a,85.591,3.450879
1789319637.6260622,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,24.405,
1789319639.049598,service-a-deployment-5fd8db696c-4hxjg,service-a,103.441,3.158015
1789319639.294723,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,28.784,
1789319640.6736808,service-a-deployment-5fd8db696c-4hxjg,service-a,128.114,3.258367
1789319640.91793,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,34.518,
1789319642.308461,service-a-deployment-5fd8db696c-4hxjg,service-a,133.776,2.955263
1789319642.541812,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,44.340,
1789319643.9046872,service-a-deployment-5fd8db696c-4hxjg,service-a,131.196,2.992127
1789319644.155485,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,36.599,
1789319645.5522418,service-a-deployment-5fd8db696c-4hxjg,service-a,133.163,3.280895
1789319645.809261,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,42.925,
1789319647.194122,service-a-deployment-5fd8db696c-4hxjg,service-a,126.490,3.129343
1789319647.431218,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,37.033,
1789319648.806728,service-a-deployment-5fd8db696c-4hxjg,service-a,144.567,3.153919
1789319649.043784,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,38.596,
1789319650.418138,service-a-deployment-5fd8db696c-4hxjg,service-a,134.930,3.022847
1789319650.646682,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,35.879,
1789319652.028724,service-a-deployment-5fd8db696c-4hxjg,service-a,123.038,2.850815
1789319652.255646,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,36.367,
1789319653.647027,service-a-deployment-5fd8db696c-4hxjg,service-a,122.204,2.920447
1789319653.882423,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,37.733,
1789319655.263893,service-a-deployment-5fd8db696c-4hxjg,service-a,118.983,2.934783
1789319655.503985,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,38.783,
1789319656.866637,service-a-deployment-5fd8db696c-4hxjg,service-a,124.901,2.930687
1789319657.108536,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,35.655,
1789319658.495646,service-a-deployment-5fd8db696c-4hxjg,service-a,128.490,3.395583
1789319658.772377,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,37.957,
1789319660.13695,service-a-deployment-5fd8db696c-4hxjg,service-a,120.069,3.184639
1789319660.378366,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,38.887,
1789319661.76069,service-a-deployment-5fd8db696c-4hxjg,service-a,120.432,3.280895
1789319662.008269,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,35.521,
1789319663.396502,service-a-deployment-5fd8db696c-4hxjg,service-a,130.157,3.153919
1789319663.728937,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,46.856,
1789319665.148114,service-a-deployment-5fd8db696c-4hxjg,service-a,132.539,3.833855
1789319665.381959,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,40.597,
1789319666.767915,service-a-deployment-5fd8db696c-4hxjg,service-a,120.449,3.127295
1789319667.00217,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,37.481,
1789319668.401271,service-a-deployment-5fd8db696c-4hxjg,service-a,141.782,3.403775
1789319668.6941051,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,42.992,
1789319670.0876942,service-a-deployment-5fd8db696c-4hxjg,service-a,146.834,3.131391
1789319670.3131342,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,42.997,
1789319671.688203,service-a-deployment-5fd8db696c-4hxjg,service-a,157.302,3.026943
1789319671.930399,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,48.586,
1789319673.305241,service-a-deployment-5fd8db696c-4hxjg,service-a,164.451,3.416063
1789319673.542412,service-a-deployment-5fd8db696c-4hxjg,istio-proxy,50.188,
1789319674.9222841,service-a-deployment-5fd8db696c-4hxjg,service-a,169.030,3.174399
