TIMESTAMP,POD,CPU,MEMORY
2025-11-18T01:08:02,service-a-deployment-6b86ddfb68-n85jg,0m,17Mi
2025-11-18T01:08:02,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:08:02,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,144Mi
2025-11-18T01:08:08,service-a-deployment-6b86ddfb68-n85jg,0m,17Mi
2025-11-18T01:08:08,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:08:08,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,144Mi
2025-11-18T01:08:13,service-a-deployment-6b86ddfb68-n85jg,1m,17Mi
2025-11-18T01:08:13,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:08:13,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,144Mi
2025-11-18T01:08:18,service-a-deployment-6b86ddfb68-n85jg,1m,17Mi
2025-11-18T01:08:18,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:08:18,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,144Mi
2025-11-18T01:08:23,service-a-deployment-6b86ddfb68-n85jg,1m,17Mi
2025-11-18T01:08:23,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:08:23,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,144Mi
2025-11-18T01:08:28,service-a-deployment-6b86ddfb68-n85jg,54m,27Mi
2025-11-18T01:08:28,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:08:28,ingress-nginx-controller-6ccdb49bd4-vwfs4,34m,147Mi
2025-11-18T01:08:33,service-a-deployment-6b86ddfb68-n85jg,54m,27Mi
2025-11-18T01:08:33,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:08:33,ingress-nginx-controller-6ccdb49bd4-vwfs4,34m,147Mi
2025-11-18T01:08:38,service-a-deployment-6b86ddfb68-n85jg,54m,27Mi
2025-11-18T01:08:38,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:08:38,ingress-nginx-controller-6ccdb49bd4-vwfs4,34m,147Mi
2025-11-18T01:08:43,service-a-deployment-6b86ddfb68-n85jg,121m,39Mi
2025-11-18T01:08:43,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:08:43,ingress-nginx-controller-6ccdb49bd4-vwfs4,41m,149Mi
2025-11-18T01:08:49,service-a-deployment-6b86ddfb68-n85jg,121m,39Mi
2025-11-18T01:08:49,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:08:49,ingress-nginx-controller-6ccdb49bd4-vwfs4,41m,149Mi
2025-11-18T01:08:54,service-a-deployment-6b86ddfb68-n85jg,121m,39Mi
2025-11-18T01:08:54,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:08:54,ingress-nginx-controller-6ccdb49bd4-vwfs4,41m,149Mi
2025-11-18T01:08:59,service-a-deployment-6b86ddfb68-n85jg,118m,56Mi
2025-11-18T01:08:59,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:08:59,ingress-nginx-controller-6ccdb49bd4-vwfs4,35m,149Mi
2025-11-18T01:09:04,service-a-deployment-6b86ddfb68-n85jg,118m,56Mi
2025-11-18T01:09:04,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:09:04,ingress-nginx-controller-6ccdb49bd4-vwfs4,35m,149Mi
2025-11-18T01:09:09,service-a-deployment-6b86ddfb68-n85jg,118m,56Mi
2025-11-18T01:09:09,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:09:09,ingress-nginx-controller-6ccdb49bd4-vwfs4,35m,149Mi
2025-11-18T01:09:14,service-a-deployment-6b86ddfb68-n85jg,105m,57Mi
2025-11-18T01:09:14,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:09:14,ingress-nginx-controller-6ccdb49bd4-vwfs4,34m,149Mi
2025-11-18T01:09:19,service-a-deployment-6b86ddfb68-n85jg,105m,57Mi
2025-11-18T01:09:19,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:09:19,ingress-nginx-controller-6ccdb49bd4-vwfs4,34m,149Mi
2025-11-18T01:09:24,service-a-deployment-6b86ddfb68-n85jg,105m,57Mi
2025-11-18T01:09:24,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:09:24,ingress-nginx-controller-6ccdb49bd4-vwfs4,34m,149Mi
2025-11-18T01:09:29,service-a-deployment-6b86ddfb68-n85jg,106m,59Mi
2025-11-18T01:09:29,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:09:29,ingress-nginx-controller-6ccdb49bd4-vwfs4,37m,149Mi
2025-11-18T01:09:35,service-a-deployment-6b86ddfb68-n85jg,106m,59Mi
2025-11-18T01:09:35,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:09:35,ingress-nginx-controller-6ccdb49bd4-vwfs4,37m,149Mi
2025-11-18T01:09:40,service-a-deployment-6b86ddfb68-n85jg,106m,59Mi
2025-11-18T01:09:40,service-b-deployment-78897db9dc-d2wvw,1m,17Mi
2025-11-18T01:09:40,ingress-nginx-controller-6ccdb49bd4-vwfs4,37m,149Mi
2025-11-18T01:09:45,service-a-deployment-6b86ddfb68-n85jg,86m,60Mi
2025-11-18T01:09:45,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:09:45,ingress-nginx-controller-6ccdb49bd4-vwfs4,30m,149Mi
2025-11-18T01:09:50,service-a-deployment-6b86ddfb68-n85jg,86m,60Mi
2025-11-18T01:09:50,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:09:50,ingress-nginx-controller-6ccdb49bd4-vwfs4,30m,149Mi
2025-11-18T01:09:55,service-a-deployment-6b86ddfb68-n85jg,86m,60Mi
2025-11-18T01:09:55,service-b-deployment-78897db9dc-d2wvw,0m,17Mi
2025-11-18T01:09:55,ingress-nginx-controller-6ccdb49bd4-vwfs4,30m,149Mi
