# pod CPU samples, backend=cgroup interval=1s selector=app=service-a namespace=default
t_unix,pod,container,cpu_millicores,eventloop_lag_p99_ms
1789300037.70122,service-a-deployment-7f89c7bc99-8rfsr,service-a,12.630,2.478079
1789300038.101965,service-a-deployment-7f89c7bc99-mggd4,service-a,49.730,2.478079
1789300038.3272388,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,23.032,
1789300038.609482,service-a-deployment-7f8b79cf8-pxmdt,service-a,11.958,2.478079
1789300040.1187031,service-a-deployment-7f89c7bc99-8rfsr,service-a,13.092,2.492415
1789300040.598134,service-a-deployment-7f89c7bc99-mggd4,service-a,57.291,2.492415
1789300040.8813708,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,24.471,
1789300041.2013068,service-a-deployment-7f8b79cf8-pxmdt,service-a,12.548,2.492415
1789300043.112054,service-a-deployment-7f89c7bc99-mggd4,service-a,57.812,
1789300043.4196239,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,36.886,
1789300043.750203,service-a-deployment-7f8b79cf8-pxmdt,service-a,19.827,
1789300045.273095,service-a-deployment-7f89c7bc99-mggd4,service-a,60.941,
1789300045.503944,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,29.286,
1789300045.7862558,service-a-deployment-7f8b79cf8-pxmdt,service-a,12.733,
1789300047.290572,service-a-deployment-7f89c7bc99-mggd4,service-a,55.846,
1789300047.536424,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,22.098,
1789300047.823709,service-a-deployment-7f8b79cf8-pxmdt,service-a,10.908,
1789300049.3254669,service-a-deployment-7f89c7bc99-mggd4,service-a,46.630,
1789300049.6066308,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,26.074,
1789300049.9084868,service-a-deployment-7f8b79cf8-pxmdt,service-a,12.914,
1789300051.422146,service-a-deployment-7f89c7bc99-mggd4,service-a,79.314,
1789300051.65622,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,43.431,
1789300051.996783,service-a-deployment-7f8b79cf8-pxmdt,service-a,16.324,
1789300053.491329,service-a-deployment-7f89c7bc99-mggd4,service-a,49.510,
1789300053.724054,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,22.966,
1789300054.0193129,service-a-deployment-7f8b79cf8-pxmdt,service-a,11.320,
1789300055.500721,service-a-deployment-7f89c7bc99-mggd4,service-a,48.709,
1789300055.743537,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,31.843,
1789300056.043364,service-a-deployment-7f8b79cf8-pxmdt,service-a,12.121,
1789300057.594632,service-a-deployment-7f89c7bc99-mggd4,service-a,48.472,
1789300057.821964,service-a-deployment-7f89c7bc99-mggd4,istio-proxy,24.837,
1789300058.116461,service-a-deployment-7f8b79cf8-pxmdt,service-a,11.842,
