TIMESTAMP,POD,CPU,MEMORY
2025-11-18T00:01:45,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:01:45,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:01:45,ingress-nginx-controller-6ccdb49bd4-vwfs4,5m,142Mi
2025-11-18T00:01:50,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:01:50,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:01:50,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-18T00:01:55,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:01:55,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:01:55,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-18T00:02:00,service-a-deployment-6bd85fb6c9-crbb6,1m,60Mi
2025-11-18T00:02:00,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:02:00,ingress-nginx-controller-6ccdb49bd4-vwfs4,3m,142Mi
2025-11-18T00:02:06,service-a-deployment-6bd85fb6c9-crbb6,7m,60Mi
2025-11-18T00:02:06,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:02:06,ingress-nginx-controller-6ccdb49bd4-vwfs4,18m,143Mi
2025-11-18T00:02:11,service-a-deployment-6bd85fb6c9-crbb6,7m,60Mi
2025-11-18T00:02:11,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:02:11,ingress-nginx-controller-6ccdb49bd4-vwfs4,18m,143Mi
2025-11-18T00:02:16,service-a-deployment-6bd85fb6c9-crbb6,7m,60Mi
2025-11-18T00:02:16,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:02:16,ingress-nginx-controller-6ccdb49bd4-vwfs4,18m,143Mi
2025-11-18T00:02:21,service-a-deployment-6bd85fb6c9-crbb6,50m,44Mi
2025-11-18T00:02:21,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:02:21,ingress-nginx-controller-6ccdb49bd4-vwfs4,57m,147Mi
2025-11-18T00:02:26,service-a-deployment-6bd85fb6c9-crbb6,50m,44Mi
2025-11-18T00:02:26,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:02:26,ingress-nginx-controller-6ccdb49bd4-vwfs4,57m,147Mi
2025-11-18T00:02:31,service-a-deployment-6bd85fb6c9-crbb6,50m,44Mi
2025-11-18T00:02:31,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:02:31,ingress-nginx-controller-6ccdb49bd4-vwfs4,57m,147Mi
2025-11-18T00:02:36,service-a-deployment-6bd85fb6c9-crbb6,60m,53Mi
2025-11-18T00:02:36,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:02:36,ingress-nginx-controller-6ccdb49bd4-vwfs4,53m,147Mi
2025-11-18T00:02:41,service-a-deployment-6bd85fb6c9-crbb6,60m,53Mi
2025-11-18T00:02:41,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:02:41,ingress-nginx-controller-6ccdb49bd4-vwfs4,53m,147Mi
2025-11-18T00:02:46,service-a-deployment-6bd85fb6c9-crbb6,60m,53Mi
2025-11-18T00:02:46,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:02:46,ingress-nginx-controller-6ccdb49bd4-vwfs4,53m,147Mi
2025-11-18T00:02:52,service-a-deployment-6bd85fb6c9-crbb6,51m,60Mi
2025-11-18T00:02:52,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:02:52,ingress-nginx-controller-6ccdb49bd4-vwfs4,49m,147Mi
2025-11-18T00:02:57,service-a-deployment-6bd85fb6c9-crbb6,51m,60Mi
2025-11-18T00:02:57,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:02:57,ingress-nginx-controller-6ccdb49bd4-vwfs4,49m,147Mi
2025-11-18T00:03:02,service-a-deployment-6bd85fb6c9-crbb6,51m,60Mi
2025-11-18T00:03:02,service-b-deployment-78897db9dc-d2wvw,0m,16Mi
2025-11-18T00:03:02,ingress-nginx-controller-6ccdb49bd4-vwfs4,49m,147Mi
2025-11-18T00:03:07,service-a-deployment-6bd85fb6c9-crbb6,51m,60Mi
2025-11-18T00:03:07,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:03:07,ingress-nginx-controller-6ccdb49bd4-vwfs4,47m,147Mi
2025-11-18T00:03:12,service-a-deployment-6bd85fb6c9-crbb6,51m,60Mi
2025-11-18T00:03:12,service-b-deployment-78897db9dc-d2wvw,1m,16Mi
2025-11-18T00:03:12,ingress-nginx-controller-6ccdb49bd4-vwfs4,47m,147Mi
2025-11-18T00:03:17,service-a-deployment-6bd85fb6c9-crbb6,49m,61Mi
