# pod CPU samples, backend=cgroup interval=1s selector=app=service-a namespace=default
t_unix,pod,container,cpu_millicores,eventloop_lag_p99_ms
1789319313.099883,service-a-deployment-5fd8db696c-vfglb,service-a,13.873,3.051519
1789319313.523639,service-a-deployment-7c6cccc7f6-bnrpt,service-a,58.034,3.051519
1789319313.8038871,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,29.081,
1789319315.206676,service-a-deployment-5fd8db696c-vfglb,service-a,12.531,2.717695
1789319315.620088,service-a-deployment-7c6cccc7f6-bnrpt,service-a,56.204,2.717695
1789319315.857813,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,26.329,
1789319317.2519228,service-a-deployment-5fd8db696c-vfglb,service-a,12.197,2.590719
1789319317.736806,service-a-deployment-7c6cccc7f6-bnrpt,service-a,53.731,2.590719
1789319317.9816551,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,26.918,
1789319319.457668,service-a-deployment-5fd8db696c-vfglb,service-a,14.612,3.190783
1789319319.9399009,service-a-deployment-7c6cccc7f6-bnrpt,service-a,54.529,3.190783
1789319320.179179,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,30.540,
1789319321.741156,service-a-deployment-7c6cccc7f6-bnrpt,service-a,109.622,3.465215
1789319322.130889,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,66.215,
1789319323.5217988,service-a-deployment-7c6cccc7f6-bnrpt,service-a,71.207,2.863103
1789319323.7552729,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,29.043,
1789319325.242868,service-a-deployment-7c6cccc7f6-bnrpt,service-a,54.233,2.633727
1789319325.508992,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,32.149,
1789319326.902009,service-a-deployment-7c6cccc7f6-bnrpt,service-a,48.365,2.932735
1789319327.133589,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,29.477,
1789319328.537756,service-a-deployment-7c6cccc7f6-bnrpt,service-a,52.189,2.938879
1789319328.8323672,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,27.878,
1789319330.212639,service-a-deployment-7c6cccc7f6-bnrpt,service-a,57.268,3.024895
1789319330.459064,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,26.345,
1789319331.850052,service-a-deployment-7c6cccc7f6-bnrpt,service-a,55.114,2.676735
1789319332.088903,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,43.319,
1789319333.506795,service-a-deployment-7c6cccc7f6-bnrpt,service-a,70.275,2.781183
1789319333.784679,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,25.335,
1789319335.182178,service-a-deployment-7c6cccc7f6-bnrpt,service-a,54.732,2.920447
1789319335.426213,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,31.224,
1789319336.817089,service-a-deployment-7c6cccc7f6-bnrpt,service-a,46.598,2.420735
1789319337.060482,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,28.993,
1789319338.467392,service-a-deployment-7c6cccc7f6-bnrpt,service-a,46.981,2.824191
1789319338.6981099,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,28.008,
1789319340.117839,service-a-deployment-7c6cccc7f6-bnrpt,service-a,53.515,2.762751
1789319340.364196,service-a-deployment-7c6cccc7f6-bnrpt,istio-proxy,26.799,
1789319341.774807,service-a-deployment-7c6cccc7f6-bnrpt,service-a,70.996,3.065855
