scenario,environment,target_rps,achieved_rps,latency_mean_ms,latency_p99_ms,cpu_app_millicores,cpu_sidecar_millicores,eventloop_lag_p99_ms
S5-noauth,local,200,200.006,1.6802,6.3480,69.454,53.401,3.137
